"Numero";"Nimi";"Pullokoko";"Hinta";"Litrahinta";"Tyyppi";"Luonnehdinta";"Pakkaustyyppi";"ProsAlkohol";"EurPerLAlkohol"
"934157";"Sartori Amarone della Valpolicella 2016";"0.75";"28.19";"37.45";"punaviinit";"Keskitäyteläinen, keskitanniininen, boysenmarjainen, kirsikkainen, kevyen luumuinen, suklainen, yrttinen, hennon paahteinen";"pullo";"15.0";"250.58"
"938867";"Sartori L''Appassione 2015";"0.75";"13.81";"18.28";"punaviinit";"Keskitäyteläinen, keskitanniininen, marjainen, mausteinen";"pullo";"13.0";"141.64"
"453767";"Sartori RV 2013";"0.75";"11.07";"14.63";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, viikunainen, puolukkainen, mausteinen";"pullo";"13.0";"113.54"
"428697";"Sartori Regolo 2015";"0.75";"16.18";"21.44";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kypsän karpaloinen, herukkainen, kaakaoinen, mausteinen";"pullo";"13.5";"159.8"
"907507";"Scriani Carpané 2012";"0.75";"30.38";"40.51";"punaviinit";"Täyteläinen, keskitanniininen, marjainen, mausteinen";"pullo";"14.5";"279.36"
"931297";"Scriani Valpolicella  Classico Superiore Ripasso 2015";"0.75";"23.98";"31.97";"punaviinit";"Täyteläinen, tanniininen, kirsikkainen, luumuinen, marjainen";"pullo";"14.0";"228.38"
"908187";"Signorelli Amarone della Valpolicella 2016";"0.75";"25.89";"34.39";"punaviinit";"Täyteläinen, keskitanniininen, tumman kirsikkainen, taatelinen, suklainen, hennon kanelinen, kevyen nahkainen";"pullo";"15.0";"230.13"
"925031";"Signorelli Valpolicella Ripasso Superiore 2017";"0.375";"8.99";"23.71";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, viikunainen, suklainen, nahkainen";"pullo";"13.5";"177.58"
"495037";"Signorelli Valpolicella Ripasso Superiore 2017";"0.75";"13.90";"18.4";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, karhunvatukkainen, viikunainen, kevyen lääkeyrttinen, valkopippurinen";"pullo";"13.5";"137.28"
"917347";"Soprasasso Amarone della Valpolicella 2017";"0.75";"28.28";"37.71";"punaviinit";"Täyteläinen, tanniininen, karpaloinen, viikunainen, tumman kirsikkainen";"pullo";"15.0";"251.38"
"428454";"Speri Valpolicella Classico 2019";"0.375";"8.99";"23.71";"punaviinit";"Kevyt, keskitanniininen, vadelmainen, kevyen karpaloinen, hennon mausteinen";"pullo";"12.5";"191.79"
"956514";"Speri Valpolicella Ripasso Classico Superiore 2017";"1.5";"49.99";"33.33";"punaviinit";"Täyteläinen, tanniininen, mausteinen, tamminen, tumman kirsikkainen";"pullo";"13.5";"246.86"
"911717";"Tedeschi Amarone della Valpolicella Classico 2017";"0.75";"43.09";"57.32";"punaviinit";"Täyteläinen, keskitanniininen, marjainen, aromikas, pitkä";"pullo";"16.5";"348.2"
"443817";"Tedeschi Capitel San Rocco Ripasso 2014";"0.75";"17.18";"22.77";"punaviinit";"Täyteläinen, keskitanniininen, kirsikkahilloinen, boysenmarjainen, viikunainen, mustapippurinen";"pullo";"14.5";"157.98"
"936587";"Tedeschi Valpolicella Classico Superiore 2018";"0.75";"17.45";"23.27";"punaviinit";"Täyteläinen, keskitanniininen, boysenmarjainen, vaniljainen, tamminen";"pullo";"13.5";"172.35"
"941947";"Tenuta Vignega Ripasso Valpolicella Superiore 2017";"0.75";"19.89";"26.39";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, herukkainen, kevyen luumuinen, taatelinen, yrttinen";"pullo";"13.5";"196.44"
"935945";"Terra Venetica Amarone della Valpolicella Organic 2015";"0.75";"32.99";"43.85";"punaviinit";"Täyteläinen, tanniininen, hapankirsikkainen, mausteinen";"pullo";"15.0";"293.24"
"907971";"Terra Venetica Valpolicella Ripasso Organic 2015";"0.75";"18.90";"25.07";"punaviinit";"Täyteläinen, tanniininen, hapankirsikkainen, mausteinen";"pullo";"13.5";"186.67"
"931565";"The Flying Spaghetti Monster Rosso 2016";"0.75";"12.50";"16.53";"punaviinit";"Keskitäyteläinen, vähätanniininen, karhunvatukkainen, tumman kirsikkainen, mausteinen";"pullo";"13.5";"123.46"
"446477";"Tommasi Amarone della Valpolicella Classico 2016";"0.75";"39.98";"53.17";"punaviinit";"Täyteläinen, tanniininen, kypsän tummakirsikkainen, viikunainen, vadelmainen, suklainen, mausteinen, lämmin";"pullo";"15.0";"355.38"
"908307";"Tommasi Arele 2016";"0.75";"18.99";"25.19";"punaviinit";"Täyteläinen, keskitanniininen, marjainen, mausteinen, nahkainen";"pullo";"13.0";"194.77"
"437037";"Tommasi Ca'' Florian Riserva Amarone della Valpolicella Classico 2011";"0.75";"69.81";"93.08";"punaviinit";"Täyteläinen, tanniininen, taatelinen, kirsikkahilloinen, kypsän villivadelmainen, mokkainen, kevyen lääkeyrttinen, hennon kanelinen, tamminen, pitkä, lämmin";"pullo";"15.5";"600.52"
"419467";"Tommasi Crearo 2017";"0.75";"19.99";"26.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, viikunainen, kuivatun luumuinen, kevyen mausteinen";"pullo";"14.0";"190.38"
"902417";"Tommasi Le Prunée Merlot 2016";"0.75";"13.40";"17.73";"punaviinit";"Keskitäyteläinen, keskitanniininen, mausteinen, marjainen";"pullo";"12.5";"142.93"
"429567";"Tommasi Ripasso Valpolicella 2017";"0.75";"19.99";"26.52";"punaviinit";"Keskitäyteläinen, tanniininen, hapankirsikkainen, boysenmarjainen, viikunainen, hennon kanelinen, kevyen tamminen";"pullo";"13.0";"205.03"
"417847";"Tommasi Valpolicella 2019";"0.75";"13.59";"17.99";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, kevyen puolukkainen, hennon lakritsinen";"pullo";"12.0";"151.0"
"934466";"Torre del Falasco Amarone della Valpolicella 2015";"0.75";"30.28";"40.24";"punaviinit";"Täyteläinen, tanniininen, luumuinen, vaniljainen, aromikas";"pullo";"15.5";"260.47"
"462047";"Trevisana Bio No Added Sulphites Merlot";"0.75";"10.88";"14.37";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, karpaloinen, karhunvatukkainen, yrttinen, hennon oliivinen";"pullo";"12.5";"116.05"
"926557";"Valpolicella Ripasso Ca´Vendri 2018";"0.75";"14.99";"19.99";"punaviinit";"Täyteläinen, keskitanniininen, pippurinen, tumman kirsikkainen, viikunainen";"pullo";"13.5";"148.05"
"953948";"Valpolicella Ripasso Superiore Ca´Vendri Magnum 2017";"1.5";"35.99";"23.99";"punaviinit";"Täyteläinen, keskitanniininen, tumman kirsikkainen, tamminen, viikunainen";"pullo";"14.5";"165.47"
"480757";"Verrocchio Amarone della Valpolicella Classico 2016";"0.75";"29.95";"39.8";"punaviinit";"Täyteläinen, tanniininen, tumman luumuinen, kypsän mustikkainen, boysenmarjainen, suklainen, hennon lakritsinen";"pullo";"15.0";"266.22"
"908814";"Verrocchio Amarone della Valpolicella Classico 2017";"0.375";"18.90";"50.13";"punaviinit";"Keskitäyteläinen, keskitanniininen, taatelinen, karpaloinen, karhunvatukkainen, lakritsijuurinen, kevyen yrttinen";"pullo";"15.0";"336.0"
"456617";"Verrocchio Valpolicella Superiore Ripasso 2018";"0.75";"14.98";"19.84";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, herukkainen, kevyen karhunvatukkainen, nahkainen, hennon mokkainen";"pullo";"13.5";"147.95"
"902674";"Villa Belvedere Amarone della Valpolicella 2016";"0.75";"37.90";"50.53";"punaviinit";"Täyteläinen, keskitanniininen, yrttinen, kirsikkainen, luumuinen";"pullo";"15.0";"336.89"
"956892";"Villa Calicantus Soracuna 2018";"0.75";"28.53";"38.04";"punaviinit";"Kevyt, vähätanniininen, boysenmarjainen, kirsikkainen, tumman kirsikkainen";"pullo";"12.0";"317.0"
"431777";"Villalta Valpolicella Ripasso 2018";"0.75";"13.99";"18.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, karpaloinen, juolukkainen, kevyen herukkainen, nahkainen, havuinen";"pullo";"13.5";"138.17"
"922477";"Ville di Antanè Amarone della Valpolicella 2017";"0.75";"29.90";"39.87";"punaviinit";"Erittäin täyteläinen, keskitanniininen, tumman kirsikkainen, viikunainen, mausteinen";"pullo";"15.0";"265.78"
"936677";"Ville di Antanè Rimbalso 2016";"0.75";"11.99";"15.99";"punaviinit";"Keskitäyteläinen, vähätanniininen, tumman kirsikkainen, karhunvatukkainen, vaniljainen";"pullo";"13.5";"118.42"
"471387";"Vivaldi Appassimento";"0.75";"11.99";"15.85";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, boysenmarjainen, vadelmainen, suklainen, kevyen mokkainen";"pullo";"14.0";"114.19"
"928612";"Wine Cup Merlot 2017";"0.187";"4.56";"24.39";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, mansikkainen, kevyen neilikkainen";"muu";"12.0";"203.21"
"497747";"Zanovello Ca''Lustra Belvedere Marzemino 2018";"0.75";"17.20";"22.8";"punaviinit";"Täyteläinen, keskitanniininen, punaherukkainen, kirsikkainen, kypsän luumuinen, hennon tallinen, kevyen yrttinen";"pullo";"13.5";"169.88"
"909697";"Zenato Alanera Rosso Veronese 2016";"0.75";"15.48";"20.51";"punaviinit";"Keskitäyteläinen, tanniininen, tumman kirsikkainen, luumuinen, kevyen viikunainen, hennon nahkainen, mausteinen";"pullo";"13.5";"152.89"
"943787";"Zenato Amarone Classico della Valpolicella Riserva 2013";"0.75";"85.80";"114.4";"punaviinit";"Erittäin täyteläinen, tanniininen, karhunvatukkainen, viikunainen, luumuinen, mustikkainen, kanelinen, tamminen, lämmin, runsas";"pullo";"16.5";"693.33"
"458517";"Zenato Amarone della Valpolicella Classico 2016";"0.75";"43.98";"58.51";"punaviinit";"Täyteläinen, tanniininen, viikunainen, luumuhilloinen, tumman kirsikkainen, rusinainen, nahkainen, suklainen";"pullo";"16.5";"355.39"
"007122";"Zenato Ripassa Valpolicella Superiore 2017";"0.75";"20.98";"27.84";"punaviinit";"Täyteläinen, tanniininen, kypsän karhunvatukkainen, tumman kirsikkainen, kevyen luumuinen, lääkeyrttinen, nahkainen";"pullo";"14.0";"199.81"
"475407";"Zenato Rosso Veneto 2017";"0.75";"12.98";"17.17";"punaviinit";"Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkahilloinen, kypsän karpaloinen, tamminen";"pullo";"13.5";"128.2"
"450187";"Zenato Valpolicella Superiore 2018";"0.75";"13.99";"18.52";"punaviinit";"Täyteläinen, keskitanniininen, tumman kirsikkainen, karpaloinen, kevyen viikunainen, hennon kaakaoinen";"pullo";"13.5";"138.17"
"912288";"Zonin Ripasso Valpolicella Superiore 2017";"1.5";"39.49";"26.26";"punaviinit";"Keskitäyteläinen, keskitanniininen, herukkainen, kypsän karpaloinen, mansikkainen, kevyen minttuinen";"pullo";"14.0";"188.05"
"905657";"Zonin Ripasso Valpolicella Superiore 2018";"0.75";"17.49";"23.19";"punaviinit";"Täyteläinen, keskitanniininen, kirsikkainen, suklainen, marjainen";"pullo";"14.0";"166.57"
"952508";"Zonin Velluto Appassimento 2017";"0.75";"12.69";"16.79";"punaviinit";"Täyteläinen, keskitanniininen, mausteinen, tumman kirsikkainen, aromikas";"pullo";"14.5";"116.69"
"935647";"Zyme Kairos Rosso 2013";"0.75";"69.93";"93.24";"punaviinit";"Erittäin täyteläinen, keskitanniininen, suklainen, tumman kirsikkainen, luumuinen";"pullo";"15.0";"621.6"
"485027";"Zýmè Oseleta 2010";"0.75";"68.22";"90.96";"punaviinit";"Täyteläinen, tanniininen, kypsän karpaloinen, tumman kirsikkainen, viikunainen, kevyen tallinen, hennon kukkainen, tamminen";"pullo";"13.5";"673.78"
"941207";"Allegrini Belpasso 2017";"0.75";"14.98";"19.84";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, mustikkainen, herukkainen, mustapippurinen, hennon havuinen";"pullo";"13.5";"147.95"
"909977";"Asio Otus";"0.75";"12.98";"17.17";"punaviinit";"Täyteläinen, keskitanniininen, puolikuiva, puolukkahilloinen, kypsän karpaloinen, karhunvatukkainen, hennon mausteinen";"pullo";"13.0";"133.13"
"936694";"Braida Brachetto d''Acqui 2019";"0.375";"10.99";"29.31";"punaviinit";"Keskitäyteläinen, aromikas, boysenmarjainen, vadelmainen, makea, pirskahteleva";"pullo";"5.5";"532.85"
"438362";"Oneglass Cabernet Sauvignon kartonkitölkki";"0.187";"3.25";"17.38";"punaviinit";"Täyteläinen, keskitanniininen, karhunvatukkainen, kypsän mustaherukkainen, metsämarjainen, kevyen mausteinen";"kartonkitölkki";"13.0";"133.69"
"947457";"Passi Reali Organico Appassimento 2019";"0.75";"13.99";"18.52";"punaviinit";"Täyteläinen, keskitanniininen, luumuinen, herukkainen, tumman kirsikkainen, mansikkainen, suklainen, mausteinen";"pullo";"14.5";"128.64"
"952573";"Åkesson Terra dell''oro Rosso kartonkitölkki";"0.25";"3.19";"12.76";"punaviinit";"Keskitäyteläinen, keskitanniininen, karpaloinen, vadelmainen, yrttinen";"kartonkitölkki";"13.0";"98.15"
"912213";"Etz Blauer Zweigelt 2017";"0.75";"18.13";"24.17";"punaviinit";"Kevyt, keskitanniininen, mustikkainen, herukkainen, mausteinen";"pullo";"12.0";"201.44"
"922611";"Autentisch Zweigelt 2016";"0.75";"16.73";"22.31";"punaviinit";"Kevyt, vähätanniininen, mustaherukkainen, karpaloinen, marjainen";"pullo";"12.5";"178.45"
"919217";"Beck Ink 2019";"0.75";"15.98";"21.17";"punaviinit";"Kevyt, keskitanniininen, puolukkainen, vadelmainen, hapankirsikkainen, eukalyptuksinen, hennon tallinen";"pullo";"12.0";"177.56"
"911244";"Bründlmayer Pinot Noir 2017";"0.75";"33.95";"45.27";"punaviinit";"Keskitäyteläinen, keskitanniininen, marjainen, tumman kirsikkainen, vadelmainen";"pullo";"12.5";"362.13"
"952076";"Bründlmayer Zweigelt 2017";"0.75";"19.49";"25.99";"punaviinit";"Keskitäyteläinen, keskitanniininen, mustikkainen, pippurinen, tumman kirsikkainen";"pullo";"12.5";"207.89"
"913301";"Etz Rösler 2016";"0.75";"17.68";"23.57";"punaviinit";"Keskitäyteläinen, keskitanniininen, karpaloinen, mausteinen, yrttinen";"pullo";"13.0";"181.33"
"463937";"Feiler-Artinger Zweigelt 2017";"0.75";"15.98";"21.17";"punaviinit";"Keskitäyteläinen, keskitanniininen, metsämansikkainen, mesimarjainen, kirsikkainen, hennon tallinen";"pullo";"13.0";"163.9"
"940253";"Gaudium Vinum Galos Pinot Noir Reserve Organic 2016";"0.75";"19.95";"26.6";"punaviinit";"Täyteläinen, tanniininen, kirsikkainen, mokkainen, suklainen";"pullo";"13.5";"197.04"
"488457";"Hans Igler Blaufränkisch Classic 2017";"0.75";"17.35";"23.0";"punaviinit";"Keskitäyteläinen, keskitanniininen, kypsän karpaloinen, boysenmarjainen, kirsikkainen, kevyen katajanmarjainen, hennon mustapippurinen, kevyen tamminen";"pullo";"13.0";"177.95"
"917448";"Heinrich Blaufränkisch 2016";"0.75";"19.99";"26.65";"punaviinit";"Täyteläinen, keskitanniininen, mausteinen, tumman kirsikkainen, aromikas";"pullo";"12.5";"213.23"
"930442";"Heinrich Pinot Noir 2017";"0.75";"19.99";"26.65";"punaviinit";"Keskitäyteläinen, keskitanniininen, karpaloinen, tumman kirsikkainen, vadelmainen";"pullo";"12.0";"222.11"
"924674";"Heinrich Red 2016";"0.75";"17.99";"23.99";"punaviinit";"Keskitäyteläinen, keskitanniininen, aromikas, karhunvatukkainen, marjainen";"pullo";"12.0";"199.89"
"931285";"Heinrich Red Magnum 2015";"1.5";"34.98";"23.32";"punaviinit";"Keskitäyteläinen, keskitanniininen, aromikas, karhunvatukkainen, marjainen";"pullo";"12.5";"186.56"
"922171";"Koppitsch Perspektive Rot 2017";"0.75";"32.86";"43.81";"punaviinit";"Keskitäyteläinen, tanniininen, kirsikkainen, mausteinen, mustikkainen";"pullo";"12.0";"365.11"
"913688";"Koppitsch Rét 2019";"0.75";"23.41";"31.21";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, mustaherukkainen";"pullo";"10.5";"297.27"
"932546";"Meinklang Burgenlandred 2018";"0.75";"14.98";"19.84";"punaviinit";"Keskitäyteläinen, keskitanniininen, karpaloinen, marjainen, tumman kirsikkainen";"pullo";"12.0";"166.44"
"932847";"Meinklang Zweigelt 2017";"0.75";"15.99";"21.19";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karpaloinen, raparperinen, pihlajanmarjahilloinen";"pullo";"12.5";"170.56"
"924735";"Moric Blaufränkisch 2018";"0.75";"27.48";"36.64";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, herukkainen, marjainen";"pullo";"13.0";"281.85"
"957861";"Moric Jagini Zagersdorf 2012";"0.75";"55.12";"73.49";"punaviinit";"Keskitäyteläinen, keskitanniininen, pippurinen, hapankirsikkainen, karhunvatukkainen";"pullo";"13.5";"544.4"
"922586";"Moric Jagini Zagersdorf 2013";"0.75";"50.12";"66.83";"punaviinit";"Keskitäyteläinen, keskitanniininen, pippurinen, hapankirsikkainen, karhunvatukkainen";"pullo";"14.0";"477.33"
"915272";"Moric Lutzmannsburg Alte Reben 2012";"0.75";"104.81";"139.75";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, herukkainen, tumman kirsikkainen";"pullo";"14.0";"998.19"
"945344";"Moric Lutzmannsburg Alte Reben 2013";"0.75";"104.81";"139.75";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, herukkainen, tumman kirsikkainen";"pullo";"13.5";"1035.16"
"933164";"Moric Lutzmannsburg Alte Reben 2016";"0.75";"94.59";"126.12";"punaviinit";"Keskitäyteläinen, keskitanniininen, herukkainen, tumman kirsikkainen, karhunvatukkainen";"pullo";"14.0";"900.86"
"931253";"Moric Lutzmannsburg Alte Reben 2017";"0.75";"94.81";"126.41";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, herukkainen, tumman kirsikkainen";"pullo";"13.5";"936.4"
"916086";"Moric Reserve 2012";"0.75";"48.90";"65.2";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karhunvatukkainen, vadelmainen";"pullo";"13.5";"482.96"
"958198";"Moric Reserve 2014";"0.75";"48.62";"64.83";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, herukkainen";"pullo";"13.0";"498.67"
"948576";"Moric Reserve 2016";"0.75";"46.17";"61.56";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, herukkainen, marjainen";"pullo";"13.0";"473.54"
"956498";"Moric Reserve 2017";"0.75";"45.12";"60.16";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, herukkainen";"pullo";"13.0";"462.77"
"920822";"Muhr-van der Niepoort Samt & Seide 2016";"0.75";"24.42";"32.56";"punaviinit";"Täyteläinen, tanniininen, marjainen, mausteinen, aromikas";"pullo";"12.5";"260.48"
"901723";"Pittnauer Blaufränkisch Heideboden 2017";"0.75";"17.30";"23.07";"punaviinit";"Keskitäyteläinen, vähätanniininen, karhunvatukkainen, marjainen, mausteinen";"pullo";"13.0";"177.44"
"934717";"Pratsch Zweigelt Classic 2016";"0.75";"15.48";"20.64";"punaviinit";"Keskitäyteläinen, keskitanniininen, mustikkainen, tamminen, marjainen";"pullo";"13.5";"152.89"
"933807";"Pratsch Zweigelt Kittel 2016";"0.75";"19.99";"26.65";"punaviinit";"Täyteläinen, keskitanniininen, tamminen, nahkainen, setrinen";"pullo";"14.0";"190.38"
"915591";"Schmelzer Bicolor";"0.75";"26.27";"35.03";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, karpaloinen, vadelmainen";"pullo";"12.0";"291.89"
"405757";"Schneider Tattendorf Pinot Noir 2017";"0.75";"20.19";"26.79";"punaviinit";"Keskitäyteläinen, keskitanniininen, mesimarjainen, vadelmainen, kirsikkainen, kukkainen, kevyen mausteinen";"pullo";"13.5";"199.41"
"413407";"Sepp Moser Zweigelt Ried Hedwighof 2017";"0.75";"19.08";"25.31";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, mustikkainen, kypsän karpaloinen, mausteinen";"pullo";"13.0";"195.69"
"912827";"Sighardt Donabaum Blauer Portugieser 2019";"0.75";"19.27";"25.69";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, mausteinen, marjainen";"pullo";"12.5";"205.55"
"937167";"Steininger Zweigelt 2018";"0.75";"18.19";"24.12";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, marjainen, mausteinen";"pullo";"13.5";"179.65"
"921355";"Stiftskellerei Klosterneuburg Zweigelt 2018";"0.75";"12.20";"16.13";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, luumuinen, marjainen";"pullo";"13.0";"125.13"
"901653";"Strohmeier Trauben, Liebe und Zeit Indigo No:2 2017";"0.75";"48.27";"64.36";"punaviinit";"Keskitäyteläinen, vähätanniininen, karpaloinen, mausteinen, pippurinen";"pullo";"10.5";"612.95"
"407587";"Trapl Sankt Laurent Reserve 2017";"0.75";"15.98";"21.17";"punaviinit";"Keskitäyteläinen, keskitanniininen, karpaloinen, kirsikkainen, mustikkainen, kevyen mustaoliivinen";"pullo";"12.0";"177.56"
"417817";"Wieninger Danubis Grand Select 2015";"0.75";"47.49";"63.32";"punaviinit";"Täyteläinen, tanniininen, kirsikkainen, herukkainen, kevyen vadelmainen, mausteinen, hennon suklainen, tamminen, tyylikäs, pitkä";"pullo";"13.0";"487.08"
"411237";"Megalomaniac Sonofabitch Pinot Noir 2017";"0.75";"30.55";"40.6";"punaviinit";"Keskitäyteläinen, keskitanniininen, hapankirsikkainen, karhunvatukkainen, villivadelmainen, hennon vaniljainen, kevyen tamminen";"pullo";"14.0";"290.95"
"422677";"Pillitteri Cabernet Merlot 2015";"0.75";"14.98";"19.84";"punaviinit";"Täyteläinen, keskitanniininen, herukkainen, kirsikkainen, boysenmarjainen, kevyen valkopippurinen, hennon minttuinen";"pullo";"13.5";"147.95"
"947794";"Ao Yun 2014";"0.75";"259.91";"346.55";"punaviinit";"Täyteläinen, tanniininen, kukkainen, mausteinen, mustaherukkainen";"pullo";"15.0";"2310.31"
"425977";"Changyu Noble Dragon 2015";"0.75";"16.20";"21.47";"punaviinit";"Täyteläinen, keskitanniininen, tumman kirsikkainen, kypsän herukkainen, kevyen taatelinen, tamminen, setrinen";"pullo";"12.5";"172.8"
"403397";"Agathon Limnio Cabernet Sauvignon 2016";"0.75";"14.98";"19.84";"punaviinit";"Täyteläinen, tanniininen, herukkainen, tumman kirsikkainen, kevyen taatelinen, tummasuklainen, hennon rosmariininen";"pullo";"13.5";"147.95"
"402597";"Alpha Estate Axia Syrah Xinomavro 2016";"0.75";"15.30";"20.27";"punaviinit";"Täyteläinen, tanniininen, hapankirsikkainen, mustaherukkainen, kypsän vadelmainen, mausteinen, kevyen tummasuklainen";"pullo";"14.0";"145.71"
"934177";"Boutari Naoussa 2016";"0.75";"15.99";"21.19";"punaviinit";"Keskitäyteläinen, keskitanniininen, marjainen, mausteinen, aromikas";"pullo";"12.5";"170.56"
"430987";"Diamantopetra Syrah Mandilaria 2016";"0.75";"18.39";"24.39";"punaviinit";"Keskitäyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, hennon viikunainen, kevyen pippurinen, yrttinen";"pullo";"13.0";"188.62"
"499557";"Gaia Monograph Agiorgitiko Syrah 2016";"0.75";"10.18";"13.44";"punaviinit";"Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, kevyen mustikkainen, hennon mustapippurinen";"pullo";"13.5";"100.54"
"915095";"Kamara Shadow Play 2017";"0.75";"35.82";"47.76";"punaviinit";"Keskitäyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, yrttinen";"pullo";"13.5";"353.78"
"468777";"Kir-Yianni Kali Riza 2017";"0.75";"19.98";"26.51";"punaviinit";"Keskitäyteläinen, tanniininen, karpalohilloinen, karhunvatukkainen, kirsikkainen, hennon nahkainen, yrttinen";"pullo";"13.5";"197.33"
"467297";"Lyrarakis Symbolo Grand Cuvée 2012";"0.75";"50.87";"67.83";"punaviinit";"Täyteläinen, tanniininen, mustaherukkainen, hapankirsikkainen, vadelmainen, tallinen, kevyen mausteinen, hennon pippurinen, vivahteikas";"pullo";"13.0";"521.74"
"925727";"Mandilari Plakoura 2017";"0.75";"19.40";"25.87";"punaviinit";"Keskitäyteläinen, tanniininen, luumuinen, suklainen, vaniljainen";"pullo";"13.0";"198.97"
"942587";"Naoussa Boutari Grande Reserve 2013";"0.75";"22.50";"29.87";"punaviinit";"Keskitäyteläinen, tanniininen, marjainen, nahkainen, mausteinen";"pullo";"12.5";"240.0"
"948075";"Semeli Estate Nemea Reserve Agiorgitiko 2016";"0.75";"17.20";"22.93";"punaviinit";"Täyteläinen, tanniininen, herukkainen, luumuinen, tumman kirsikkainen";"pullo";"14.0";"163.81"
"407097";"Tsantali Halkidiki Limnio Merlot 2017";"0.75";"11.99";"15.85";"punaviinit";"Täyteläinen, keskitanniininen, hapankirsikkainen, kypsän karhunvatukkainen, kevyen punaherukkainen, paahteinen, hennon kanelinen";"pullo";"11.5";"139.01"
"903647";"Tsantali Kanenas Red 2018";"0.75";"17.99";"23.99";"punaviinit";"Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkahilloinen, mausteinen";"pullo";"13.0";"184.51"
"924087";"Tsantali Mavroudi Maronia 2015";"0.75";"14.98";"19.84";"punaviinit";"Keskitäyteläinen, keskitanniininen, kirsikkainen, mausteinen, karhunvatukkainen";"pullo";"13.0";"153.64"
"451447";"Tsantali Nemea Réserve 2015";"0.75";"12.98";"17.17";"punaviinit";"Täyteläinen, tanniininen, karhunvatukkainen, herukkainen, mustikkainen, kevyen mokkainen, hennon mausteinen";"pullo";"13.0";"133.13"
"922977";"Tsantali Rapsani 2017";"0.75";"13.99";"18.52";"punaviinit";"Keskitäyteläinen, keskitanniininen, mausteinen, yrttinen, karhunvatukkainen";"pullo";"12.5";"149.23"
"930657";"Tsantali Rapsani Reserve 2015";"0.75";"21.98";"29.31";"punaviinit";"Täyteläinen, keskitanniininen, mausteinen, tumman kirsikkainen, karhunvatukkainen";"pullo";"13.0";"225.44"
"453717";"Feravino Dika Cabernet Franc 2016";"0.75";"13.70";"18.13";"punaviinit";"Täyteläinen, keskitanniininen, mustaherukkainen, kirsikkainen, hennon paprikainen, kanelinen, timjaminen, kevyen tamminen";"pullo";"13.5";"135.31"
"438127";"Telus Plavac Mali 2013";"0.75";"15.80";"20.93";"punaviinit";"Keskitäyteläinen, tanniininen, hapankirsikkainen, kypsän karpaloinen, hennon viikunainen, kevyen tallinen, mausteinen";"pullo";"14.0";"150.48"
"427717";"Terra Madre Plavac Mali 2015";"0.75";"19.44";"25.79";"punaviinit";"Täyteläinen, tanniininen, hapankirsikkainen, karhunvatukkainen, hennon luumuinen, yrttinen, mokkainen";"pullo";"14.0";"185.14"
"945378";"Chateau Marsyas BQ-A de Marsyas Rouge 2016";"0.75";"34.60";"46.13";"punaviinit";"Täyteläinen, tanniininen, boysenmarjainen, hapankirsikkainen, mausteinen";"pullo";"15.0";"307.56"
"908314";"Chateau Musar 2002";"0.75";"67.90";"90.53";"punaviinit";"Täyteläinen, tanniininen, aromikas, setrinen, tumman kirsikkainen";"pullo";"14.0";"646.67"
